# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Mon Nov  2 14:59:04 CET 2015
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525 + Tang et al. (2014), MNRAS, 445, 4287 + Chen et al. (2015), MNRAS accepted
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.01900	Y = 0.28242	[M/H] = 0.119	eta_R = 0.200	Age = 	2.0000e+09 yr
# EDITED to remove evolved stars by ERN
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	stage
	0.019000	9.3010	0.64999998	0.6500	-1.0256	3.6069	4.6563	7.334	11.139	9.726	8.397	7.481	6.661	5.740	5.048	4.898	2.99236870	1
	0.019000	9.3010	0.69999999	0.7000	-0.8702	3.6351	4.6454	6.945	10.405	8.990	7.750	6.905	6.250	5.419	4.747	4.638	3.02253795	1
	0.019000	9.3010	0.75000000	0.7500	-0.7181	3.6658	4.6463	6.565	9.384	8.201	7.101	6.365	5.849	5.127	4.531	4.448	3.04879928	1
	0.019000	9.3010	0.80000001	0.8000	-0.5853	3.6858	4.6217	6.233	8.596	7.627	6.622	5.970	5.509	4.857	4.327	4.254	3.07187057	1
	0.019000	9.3010	0.82328922	0.8233	-0.5249	3.6949	4.6099	6.082	8.256	7.380	6.416	5.798	5.357	4.736	4.233	4.164	3.08166552	1
	0.019000	9.3010	0.88421923	0.8842	-0.3736	3.7174	4.5798	5.704	7.437	6.792	5.921	5.382	4.985	4.439	4.000	3.940	3.10479379	1
	0.019000	9.3010	0.92676550	0.9267	-0.2715	3.7317	4.5552	5.449	6.931	6.423	5.608	5.112	4.739	4.237	3.837	3.783	3.11909819	1
	0.019000	9.3010	0.93421930	0.9341	-0.2540	3.7341	4.5509	5.405	6.847	6.360	5.556	5.067	4.698	4.203	3.809	3.756	3.12146688	1
	0.019000	9.3010	0.93445617	0.9344	-0.2535	3.7342	4.5508	5.404	6.844	6.358	5.554	5.065	4.696	4.202	3.809	3.755	3.12154150	1
	0.019000	9.3010	0.98421925	0.9841	-0.1381	3.7492	4.5179	5.115	6.316	5.960	5.218	4.770	4.425	3.976	3.619	3.572	3.13640642	1
	0.019000	9.3010	1.00125444	1.0012	-0.0993	3.7539	4.5052	5.018	6.153	5.833	5.109	4.672	4.335	3.898	3.553	3.507	3.14114738	1
	0.019000	9.3010	1.03421926	1.0341	-0.0254	3.7626	4.4804	4.833	5.851	5.593	4.903	4.487	4.163	3.751	3.425	3.382	3.14985085	1
	0.019000	9.3010	1.06086743	1.0607	0.0330	3.7689	4.4583	4.687	5.626	5.408	4.743	4.342	4.028	3.633	3.321	3.281	3.15646052	1
	0.019000	9.3010	1.09509993	1.0950	0.1066	3.7767	4.4297	4.504	5.344	5.175	4.544	4.163	3.862	3.489	3.193	3.156	3.16444278	1
	0.019000	9.3010	1.11843848	1.1183	0.1558	3.7818	4.4099	4.380	5.153	5.019	4.413	4.046	3.753	3.393	3.108	3.073	3.16958284	1
	0.019000	9.3010	1.12725961	1.1271	0.1746	3.7836	4.4016	4.333	5.079	4.960	4.364	4.003	3.713	3.357	3.074	3.041	3.17146587	1
	0.019000	9.3010	1.16843855	1.1683	0.2614	3.7917	4.3629	4.116	4.748	4.691	4.137	3.803	3.526	3.188	2.919	2.892	3.17985058	1
	0.019000	9.3010	1.19128072	1.1911	0.3079	3.7959	4.3415	4.000	4.584	4.550	4.017	3.694	3.424	3.095	2.834	2.809	3.18423200	1
	0.019000	9.3010	1.21794224	1.2177	0.3611	3.8003	4.3158	3.867	4.402	4.391	3.879	3.568	3.306	2.987	2.734	2.711	3.18912220	1
	0.019000	9.3010	1.21843851	1.2182	0.3620	3.8004	4.3153	3.865	4.399	4.388	3.876	3.566	3.303	2.985	2.732	2.709	3.18921113	1
	0.019000	9.3010	1.22175705	1.2216	0.3685	3.8009	4.3121	3.849	4.379	4.369	3.859	3.550	3.289	2.971	2.719	2.697	3.18980312	1
	0.019000	9.3010	1.26843858	1.2682	0.4569	3.8074	4.2657	3.628	4.115	4.116	3.631	3.335	3.084	2.782	2.544	2.523	3.19777656	1
	0.019000	9.3010	1.26977611	1.2695	0.4593	3.8075	4.2644	3.622	4.108	4.109	3.625	3.329	3.079	2.777	2.539	2.518	3.19799566	1
	0.019000	9.3010	1.35265779	1.3524	0.6015	3.8153	4.1808	3.266	3.709	3.714	3.261	2.981	2.744	2.461	2.240	2.220	3.21061015	1
	0.019000	9.3010	1.38466263	1.3844	0.6546	3.8175	4.1467	3.134	3.565	3.569	3.126	2.851	2.617	2.340	2.123	2.104	3.21502471	1
	0.019000	9.3010	1.40265787	1.4024	0.6839	3.8186	4.1272	3.060	3.487	3.490	3.051	2.778	2.547	2.272	2.058	2.038	3.21740675	1
	0.019000	9.3010	1.42468405	1.4244	0.7198	3.8195	4.1017	2.971	3.393	3.395	2.960	2.690	2.459	2.187	1.975	1.955	3.22022939	1
	0.019000	9.3010	1.45265782	1.4524	0.7648	3.8201	4.0677	2.858	3.279	3.278	2.846	2.577	2.348	2.077	1.867	1.848	3.22367454	1
